ROLL_BAD,PITCH_BAD,ROLL_FILTERED,PITCH_FILTERED
-49.14,0.18,-46.6,2.57
-49.77,0.47,-47.53,2.61
-50.55,0.74,-48.6,2.61
-52.01,1.09,-49.74,2.64
-53.09,1.32,-50.9,2.76
-54.23,1.65,-51.92,2.96
-55.82,2.18,-52.78,3.24
-56.71,2.5,-53.6,3.63
-57.5,2.88,-54.41,4.04
-58.27,3.36,-55.26,4.39
-59.46,3.99,-56.17,4.73
-60.34,4.32,-57.02,5.08
-61.23,4.64,-57.72,5.36
-62.02,4.93,-58.28,5.56
-62.9,5.08,-58.91,5.69
-63.45,5.14,-59.67,5.76
-64.12,5.21,-60.45,5.8
-64.89,5.16,-61.24,5.92
-66.04,5.04,-62.11,6.07
-66.87,5,-63.08,6.15
-67.78,4.99,-64.03,6.19
-68.76,4.97,-64.91,6.2
-70.08,5,-65.82,6.19
-70.92,5.08,-66.78,6.11
-71.83,5.17,-67.79,5.87
-72.76,5.21,-68.74,5.55
-74.19,5.07,-69.47,5.3
-75.03,4.84,-70.09,5.12
-75.61,4.59,-70.76,4.75
-76.19,4.33,-71.27,4.27
-77.06,3.74,-71.44,3.89
-77.37,3.32,-71.19,3.72
-77.31,2.94,-70.64,3.64
-76.89,2.64,-69.82,3.49
-75.8,2.29,-68.71,3.44
-74.74,2.06,-67.36,3.47
-73.48,1.9,-65.78,3.57
-72.01,1.76,-63.9,3.78
-69.37,1.62,-61.94,3.98
-67.3,1.59,-60.25,4.04
-65.35,1.6,-58.98,3.91
-63.1,1.45,-57.86,3.79
-61.98,1.21,-56.6,3.79
-60.81,1.03,-55.19,3.81
-59.49,0.97,-53.63,3.84
-57.24,0.85,-51.79,3.9
-55.48,0.78,-49.87,3.95
-53.45,0.83,-48.07,3.96
-51.5,0.85,-46.19,4.13
-49.71,0.86,-43.81,4.55
-46.61,1.2,-41.42,4.66
-43.93,1.52,-39.26,4.62
-41.46,1.3,-37.08,4.51
-38.29,1.08,-34.92,4.41
-36.01,0.95,-32.9,4.29
-33.89,0.82,-30.6,4.16
-31.82,0.69,-27.88,4.11
-29.4,0.55,-25.26,4.08
-25.13,0.38,-22.95,4.05
-22.71,0.29,-20.75,4.01
-20.46,0.21,-18.74,4
-18.26,0.14,-16.92,4.02
-15.48,0.07,-15.19,4.02
-13.71,0.04,-13.63,4.04
-12.01,0,-12.44,4.04
-10.53,-0.02,-11.35,4.05
-8.9,-0.03,-10.14,4.09
-7.81,-0.02,-8.82,4.14
-6.53,-0.01,-7.71,4.16
-4.67,0.03,-6.67,4.17
-3.61,0.04,-5.7,4.19
-2.6,0.05,-4.84,4.22
-1.68,0.07,-4.07,4.24
-0.87,0.11,-3.46,4.23
0.18,0.13,-3.21,4.2
0.64,0.12,-3.12,4.19
0.74,0.09,-2.95,4.14
0.8,0.06,-2.69,4.11
1.12,-0.01,-2.23,3.98
1.5,-0.13,-1.93,3.92
2,-0.3,-1.8,3.88
2.21,-0.35,-1.66,3.85
2.31,-0.35,-1.36,3.82
2.49,-0.36,-0.65,3.82
2.9,-0.37,0.81,3.81
3.83,-0.37,2.93,3.8
5.5,-0.38,5.48,3.82
9.13,-0.38,7.73,3.84
11.71,-0.38,9.45,3.9
13.81,-0.38,10.6,3.96
15.33,-0.38,11.48,3.99
16.76,-0.37,12.37,4.02
17.57,-0.37,13.42,4.04
18.48,-0.36,14.68,4.08
19.6,-0.34,16.1,4.18
21.61,-0.28,17.79,4.36
23.16,-0.21,19.54,4.61
24.98,-0.13,21.17,4.85
26.73,-0.07,22.76,5.09
28.36,-0.01,24.48,5.32
30.82,0.14,26.17,5.52
32.58,0.24,27.69,5.71
34.23,0.34,29.23,5.86
36.41,0.51,30.65,6
37.91,0.61,31.95,6.11
39.25,0.7,33.22,6.23
40.51,0.78,34.49,6.33
42.33,0.9,35.73,6.38
43.59,0.99,36.54,6.39
44.75,1.11,37.14,6.4
45.41,1.26,38,6.33
46.33,1.37,39.19,6.19
47.38,1.32,40.67,6.08
48.74,1.24,42.38,5.98
50.34,1.16,44,5.97
52.01,1.09,45.31,6.12
54.32,1.15,46.28,6.39
55.39,1.29,46.97,6.68
56.16,1.48,47.61,6.92
57.04,1.76,48.37,7.07
57.67,1.95,49.24,7.14
58.44,2.11,50.42,7.17
59.34,2.2,51.73,7.3
60.55,2.19,52.86,7.52
62.47,2.15,53.63,7.72
63.42,2.18,54.35,7.87
64.05,2.23,55.17,7.97
64.73,2.25,56.2,8.02
66.02,2.29,57.44,8.02
67.18,2.28,58.75,7.95
68.47,2.24,60.13,7.7
69.8,2.17,61.5,7.34
71.79,2.16,62.62,6.99
73.04,2.2,63.05,6.89
73.86,2.31,63.05,7.1
74.02,2.52,62.57,7.53
73.6,2.94,61.76,8.05
72.87,3.31,60.73,8.62
71.91,3.7,59.54,9.23
70.18,4.28,58.12,9.84
68.83,4.69,56.38,10.4
67.25,5.12,54.39,10.81
65.37,5.55,52.33,10.99
62.26,6.1,50.83,10.81
60.14,6.32,49.69,10.4
58.79,6.09,48.66,9.89
57.71,5.85,47.32,9.35
55.96,5.36,45.17,8.78
54.14,4.94,42.37,7.98
51.48,4.47,39.4,6.97
48.35,3.99,36.74,5.96
45.23,3.59,33.99,5.04
41.14,3.03,30.9,4.1
38.06,2.57,27.26,3.29
34.73,2.04,23.34,2.49
30.79,1.47,19.62,2.02
24.71,0.72,16.6,1.75
21.2,0.46,14.32,1.53
18.58,0.29,12.36,1.38
16.53,0.18,10.36,1.3
14.66,0.16,8.47,1.23
11.61,0.22,6.92,1.12
9.82,0.21,5.65,1.03
8.37,0.17,4.5,0.91
7.21,0.12,3.26,0.75
5.49,-0.05,1.53,0.61
4.12,-0.25,0.66,0.63
2.16,-0.3,0.42,0.65
1.48,-0.26,0.35,0.67
1.49,-0.26,0.35,0.66
1.48,-0.25,0.34,0.67
1.48,-0.25,0.35,0.68
1.48,-0.25,0.33,0.68
1.48,-0.25,0.29,0.66
1.47,-0.24,0.25,0.65
1.43,-0.23,0.26,0.63
1.44,-0.24,0.26,0.6
1.48,-0.25,0.26,0.59
1.5,-0.26,0.27,0.58
1.51,-0.26,0.28,0.55
1.53,-0.27,0.27,0.43
1.54,-0.34,0.27,0.23
1.56,-0.61,0.28,-0.09
1.58,-0.9,0.32,-0.53
1.61,-1.27,0.36,-1.22
1.64,-1.77,0.42,-2.28
1.68,-2.59,0.49,-3.47
1.76,-4.32,0.55,-4.61
1.82,-5.53,0.6,-5.55
1.87,-6.59,0.66,-6.39
1.91,-7.47,0.74,-7.4
2,-8.74,0.84,-8.89
2.08,-10,0.98,-10.82
2.2,-11.78,1.17,-13.16
2.36,-13.92,1.34,-15.79
2.53,-16.39,1.51,-18.47
2.67,-19.07,1.69,-21.05
2.88,-23,1.83,-23.49
3,-25.55,1.92,-25.66
3.01,-27.84,1.97,-27.38
2.91,-30.78,1.98,-28.48
2.82,-32.13,1.96,-29.03
2.63,-32.93,1.97,-29.39
2.5,-33.28,1.97,-29.71
2.45,-33.56,1.97,-30.15
2.27,-34.08,1.96,-30.8
2.05,-34.61,1.98,-31.61
1.82,-35.35,1.97,-32.53
1.59,-36.22,1.9,-33.51
1.13,-37.65,1.85,-34.52
0.84,-38.65,1.82,-35.51
0.7,-39.66,1.84,-36.4
0.65,-40.61,1.84,-37.23
0.68,-41.86,1.8,-38.03
0.57,-42.65,1.74,-38.68
0.3,-43.41,1.7,-39.22
-0.04,-44.24,1.68,-39.81
-0.17,-44.74,1.63,-40.54
-0.29,-45.38,1.59,-41.44
-0.39,-46.18,1.56,-42.44
-0.48,-47.09,1.5,-43.48
-0.76,-48.57,1.42,-44.49
-1.17,-49.61,1.38,-45.24
-1.43,-50.52,1.36,-45.8
-1.51,-51.19,1.34,-46.19
-1.56,-51.87,1.31,-46.4
-1.59,-52.14,1.3,-46.38
-1.59,-52.23,1.3,-46.17
-1.51,-52.02,1.34,-45.72
-1.19,-51.65,1.39,-45.03
-0.63,-51.06,1.42,-43.95
-0.03,-50.23,1.43,-42.3
0.86,-48.2,1.41,-40.17
1.36,-46.18,1.4,-37.76
1.89,-43.85,1.37,-35.15
2.52,-41.31,1.32,-32.37
3.01,-38.66,1.36,-29.75
3.37,-34.52,1.56,-27.69
3.76,-32.11,1.8,-26.02
4.21,-30.3,1.89,-24.54
4.65,-28.74,1.7,-23.09
4.84,-26.61,1.22,-21.49
4.49,-25.09,0.8,-19.63
3.85,-23.36,0.42,-17.79
3.32,-21.47,0.07,-16.05
2.64,-18.88,-0.39,-14.24
2.12,-17.11,-1.02,-12.23
1.48,-15.3,-1.74,-10.19
0.66,-13.21,-2.29,-8.29
-0.5,-10.28,-2.48,-6.48
-0.9,-8.42,-2.44,-4.6
-0.94,-6.66,-2.24,-2.7
-0.82,-4.73,-1.84,-0.84
-0.55,-2.85,-1.39,1.01
0.18,-0.13,-0.95,2.88
0.7,1.68,-0.57,4.9
1.17,3.54,-0.39,7.18
1.68,6.61,-1.3,9
1.76,9.01,-1.75,10.62
1.07,10.73,-2.19,12.26
0.89,12.21,-2.75,13.92
0.56,13.81,-3.35,15.65
-0.08,16.28,-3.84,17.54
-0.54,18.07,-4.24,19.59
-0.85,19.98,-4.88,21.6
-1.09,22.07,-5.76,23.49
-1.82,24.95,-6.54,25.38
-2.52,26.84,-7.07,27.34
-3.05,28.78,-7.7,29.29
-3.43,30.74,-8.54,31.18
-4.31,33.57,-9.4,32.96
-5.06,35.4,-10.14,34.65
-5.91,37.14,-10.82,36.26
-6.71,38.73,-11.56,37.7
-7.94,40.99,-12.01,39.03
-8.62,42.35,-12.18,40.27
-8.97,43.62,-12.27,41.36
-9.09,44.77,-12.42,42.36
-9.32,46.25,-12.5,43.27
-9.49,47.19,-12.54,44.16
-9.58,48.05,-12.62,44.9
-9.75,48.84,-12.7,45.41
-10.15,49.73,-12.58,45.74
-10.37,50.06,-12.3,45.93
-10.34,50.26,-12.09,45.94
-10.14,50.32,-11.86,45.76
-10,50.17,-11.55,45.43
-9.79,49.85,-11.35,44.95
-9.51,49.45,-11.5,44.38
-9.24,48.64,-11.77,43.62
-9.52,47.95,-11.75,42.67
-9.73,47.07,-11.39,41.52
-9.58,46.01,-10.87,40.19
-8.91,44.12,-10.45,38.73
-8.4,42.66,-10.29,37.17
-8.1,41.17,-9.84,35.72
-7.97,38.76,-9.09,34.23
-7.31,37.26,-8.25,32.62
-6.5,35.7,-7.23,30.98
-5.69,34.03,-5.81,29.36
-4.74,32.38,-4.21,27.73
-3.43,30.78,-2.69,26.16
-1.39,28.33,-1.73,24.43
-0.19,26.71,-1.46,22.48
0.33,24.86,-1.29,20.58
0.25,21.93,-1.06,18.8
0.33,20.06,-0.79,17.08
0.45,18.34,-0.5,15.37
0.58,16.63,-0.16,13.66
0.82,14.09,0.12,11.99
1.06,12.4,0.18,10.39
1.18,10.74,-0.05,8.87
1.08,9.22,-0.17,7.39
0.57,7,-0.09,6
0.53,5.54,0.13,4.73
0.64,4.23,0.24,3.54
0.84,3.01,0.1,2.39
0.83,1.32,0.4,1.49
0.64,0.21,0.62,0.54
1.07,-0.75,0.78,-0.23
1.18,-1.65,0.88,-1.04
1.26,-2.39,0.98,-1.88
1.39,-3.59,1.08,-2.34
1.5,-4.3,1.06,-2.3
1.57,-4.53,0.93,-1.68
1.52,-4.27,0.77,-0.38
1.33,-2.82,0.19,0.48
1.16,-1.07,-0.28,1.23
0.57,0.09,-0.62,2.03
0.16,0.63,-1.05,2.81
-0.1,1.39,-1.75,3.66
-0.89,2.56,-2.61,4.83
-1.74,3.54,-3.78,6.2
-2.64,4.85,-5.29,7.57
-4.49,6.95,-7.07,9.03
-6.09,8.4,-9.16,10.71
-7.98,10.07,-11.8,12.38
-10.16,11.9,-14.83,13.91
-12.86,13.67,-17.83,15.38
-17.31,16.1,-20.6,16.95
-20.09,17.82,-23.23,18.63
-22.72,19.68,-26.13,20.28
-25.22,21.6,-29.32,22.01
-29.57,24.53,-32.7,23.88
-32.89,26.56,-36.13,25.92
-36.46,28.69,-39.27,28.05
-41.78,32.21,-41.88,30.35
-44.93,34.91,-43.68,32.96
-47.59,37.72,-44.56,35.8
-49.8,40.65,-45.06,38.52
-51.65,43.34,-45.5,40.98
-54.23,47.1,-46.12,43.26
-55.81,49.63,-47.52,44.94
-57.78,51.82,-49.18,46.01
-60.25,53.69,-50.62,46.69
-63.23,55.91,-51.33,47.02
-64.35,57.17,-51.47,46.78
-64.39,58.13,-51.26,45.94
-62.86,58.2,-50.77,44.56
-60.75,57.61,-50.43,42.79
-57.91,56.9,-50.13,41.06
-55.32,55.82,-49.62,39.53
-52.4,53.83,-49.12,38.04
-50.65,52.53,-48.43,36.45
-49,51.25,-47.82,34.82
-47.12,49.82,-47.12,33.3
-45.61,48.26,-46.29,31.57
-43.59,45.89,-45.6,29.75
-42.04,44.05,-45.08,27.96
-40.88,42.15,-44.86,25.93
-39.7,39.16,-44.9,23.84
-39.38,36.85,-44.79,21.67
-39.3,34.32,-44.66,19.33
-39.12,31.66,-44.32,17.1
-38.84,27.47,-43.78,14.64
-38.4,24.65,-43.32,11.9
-37.76,21.73,-42.87,8.96
-37.17,18.49,-42.5,5.96
-36.47,13.47,-41.72,3.54
-36.11,10.04,-40.46,1.4
-35.26,7.17,-39.07,-1.08
-34.03,4.22,-37.28,-3.72
-31.97,-0.52,-35.5,-6.32
-30.21,-3.67,-34,-8.82
-28.59,-6.56,-32.39,-11.08
-27.24,-9.3,-30.29,-13.19
-25.57,-12.05,-27.68,-15.23
-22.07,-15.85,-24.82,-16.99
-19.14,-18.16,-21.92,-18.39
-16.07,-20.04,-19.18,-19.36
-11.44,-22.16,-16.46,-20.02
-8.26,-23.16,-13.67,-20.43
-4.95,-23.86,-11.13,-20.5
-1.6,-24.24,-8.64,-20.22
2.9,-24.09,-5.9,-19.69
6.03,-23.54,-3.25,-19.19
9.31,-22.82,-1,-18.66
12.21,-22.15,0.89,-17.8
15.74,-20.9,2.29,-16.71
17.58,-19.61,3.67,-15.02
18.95,-18.1,5.57,-12.72
20.34,-16.05,7.83,-10.66
23.39,-12.38,9.91,-8.96
25.68,-10.42,11.69,-7.03
27.49,-8.79,13.58,-5.15
29.91,-6,15.44,-3.86
31.7,-4.49,17.59,-2.3
33.48,-3.43,20.17,-0.06
35.6,-1.91,22.8,1.78
39.6,0.72,25.57,3.22
42.27,1.67,28.15,4.68
45.07,2.42,30.4,5.86
47.52,3.15,32.2,6.8
50.57,3.9,33.34,7.83
51.98,4.36,33.74,8.87
52.79,4.89,33.17,9.79
52.87,5.24,31.5,10.73
52.02,5.43,28.93,11.73
48.79,6,25.9,12.69
45.92,6.62,22.88,13.53
42.74,7.39,19.85,14.34
38.18,8.58,16.73,15.19
35.12,9.29,13.5,16.11
31.89,10.01,9.92,17.25
28.61,10.9,5.83,18.76
24.86,12.17,1.23,20.4
18.27,14.81,-3.66,21.91
13.47,16.57,-8.51,23.43
8.17,18.2,-12.8,24.92
3.14,19.81,-16.51,26.13
-3.37,22.05,-20.22,27.21
-7.35,23.13,-24.14,28.28
-11.44,24.11,-28.03,29.53
-17.86,25.65,-32.11,30.88
-22.29,26.91,-36.45,32.26
-27.06,28.07,-40.83,33.6
-32.24,29,-44.94,34.74
-37.59,29.61,-48.71,35.69
-45.34,29.49,-52.11,36.26
-50.08,28.85,-54.98,36.32
-54.19,27.72,-57.22,35.94
-59.08,25.19,-58.87,35.09
-61.27,23.26,-60.21,33.99
-62.82,21.24,-60.91,32.92
-64.02,19.16,-61.02,31.66
-64.67,16.91,-60.61,29.85
-64.53,13.21,-59.54,28
-63.78,10.74,-57.69,25.84
-62.37,8.42,-55.33,23.31
-59.06,4.97,-52.58,21
-56.3,2.35,-49.59,18.56
-53.42,-0.2,-46.34,16.04
-50.39,-2.85,-42.34,13.5
-47.08,-5.74,-37.87,11.28
-40.66,-10.48,-32.64,9.8
-36.05,-12.93,-26.59,8.93
-30.15,-14.78,-20.23,8.32
-20.3,-16.58,-13.31,8
-13.13,-17.38,-6.54,7.96
-5.49,-17.79,-0.65,8.22
1.59,-17.71,4.82,8.77
7.55,-17.18,9.98,9.34
13.18,-16.31,14.6,9.8
20.78,-15.06,18.45,10.45
25.25,-14.25,21.88,11.49
28.66,-13.3,24.83,12.9
31.92,-11.95,27.23,14.7
35.69,-9.62,29.39,16.74
37.75,-7.7,31.49,18.49
39.73,-5.92,33.19,20.01
41.71,-4.47,33.96,21.77
43.47,-2.6,34.18,23.87
43.67,-1.06,34.35,25.96
43.77,0.69,34.28,27.86
43.93,2.38,33.85,30.1
43.63,4.64,33.28,32.56
43.22,6.54,32.36,34.92
42.79,8.46,31.21,37.2
42.03,10.27,29.83,39.52
40.54,13.11,28.07,41.38
39.31,15.04,25.94,42.79
37.7,16.41,23.3,44.38
35.68,17.52,19.91,46.11
31.66,19.99,15.37,47.58
28.01,21.8,9.82,48.97
22.77,23.53,3.92,50.78
13.68,26.35,-1.95,52.36
7.3,28.55,-7.95,53.54
0.84,30.27,-14.89,54.23
-6.31,31.5,-22.84,54.51
-18.71,32.08,-31.05,54.69
-28.04,32.09,-38.75,54.98
-36.72,32.07,-45.84,55.07
-44.87,32.08,-51.98,54.58
-52.21,31.9,-56.74,53.35
-60.3,31.29,-59.42,51.25
-63.29,30.59,-60.49,48.95
-63.99,29.55,-60.57,46.69
-63.39,28.58,-60.3,44.37
-61.7,26.59,-59.62,42.5
-60.61,24.67,-58.69,41.16
-59.49,22.76,-57.66,39.87
-58.46,21.07,-56.42,38.6
-56.76,18.45,-54.82,37.36
-55.28,16.63,-53.19,36.37
-53.58,14.66,-51.46,35.68
-52.11,12.73,-49.16,35.09
-49.63,9.78,-46.15,34.69
-47.17,7.76,-42.96,34.5
-44.16,5.84,-40.11,34.37
-41.12,4.26,-37.41,34.09
-37.29,2.19,-34.3,33.71
-34.69,0.61,-30.25,33.42
-31.37,-1.04,-25.6,33.11
-24.81,-2.97,-20.35,32.96
-19.85,-3.94,-14.18,33.08
-14.16,-4.43,-7.59,33.22
-7.63,-4.4,-1.26,33.31
-0.87,-4.18,4.7,33.33
8.41,-3.89,9.99,33.34
14.18,-3.68,14.48,33.35
18.98,-3.35,17.89,33.54
23.09,-2.93,20.56,33.93
27.37,-2.09,23.07,34.26
29.75,-1.43,25.35,34.52
32.17,-0.86,27.4,34.81
34.28,-0.37,28.85,35.3
36.95,0.18,28.89,35.82
37.76,0.66,27.68,36.53
36.99,1.28,26.02,37.26
35.32,1.92,24.26,37.69
32.76,2.43,22.42,38.14
31.02,2.5,20.54,38.81
29.19,2.78,18.64,39.59
27.38,3.34,16.96,40.37
25.6,4.02,15.38,41.34
23.33,5.15,13.93,42.46
21.87,6.26,12.43,43.54
20.51,7.41,10.55,44.76
